SourceIP,SrcPort,DstIP,DstPort,AppId,octetTotalCount,octetTotalCount_reverse,packetTotalCount_vpn,packetTotalCount_reverse_vpn,durationSeconds
2401:4900:52f2:bf9a:4c03:8934:b637:e1fa,58519,2600:9000:2575:0:8:d483:80c0:93a1,443,443,108438,13480,101,74,2.163
182.156.143.71,61324,194.62.97.192,22021,443,5153,4470,11,12,0.932
103.171.133.246,37295,34.247.238.64,5223,443,1044,1838,9,6,1.285
27.107.29.46,60639,18.60.193.102,9200,443,3644,3038,12,9,3.083
14.195.161.130,53214,57.155.161.95,443,443,2152,35431,34,31,0.322
27.107.51.106,65529,72.145.35.102,443,443,1803,3832,12,9,0.946
106.195.0.152,37668,199.232.169.155,443,443,19362,889979,353,682,3.265
58.84.60.41,24576,129.227.29.192,443,443,1800,7946,12,12,28.581
14.98.4.154,44190,35.190.118.8,443,443,803,2804,4,13,55.711
139.5.1.167,29062,129.227.29.102,443,443,1931,8029,14,13,6.272
117.237.6.2,30721,108.158.223.79,443,443,2547,6653,14,13,26.534
110.224.169.223,38562,34.160.176.28,443,443,2471,3570,7,8,22.085
103.199.205.254,15330,13.126.216.44,443,443,2091,4624,12,9,0.221
106.206.37.215,2865,52.84.205.95,443,443,2403,29301,29,26,2.037
106.200.186.201,13262,13.32.251.51,443,443,2455,39013,30,33,2.067
59.95.193.171,43386,18.172.78.18,443,443,2308,29933,27,26,3.022
117.237.13.52,53578,18.164.237.64,443,443,2552,24612,27,27,8.201
115.112.71.147,48054,35.186.241.51,443,443,24685,7578,26,26,0.896
139.5.248.173,43534,43.198.142.171,6615,443,700,1292,7,6,0.524
103.120.51.193,33362,52.211.170.175,443,443,992,498,8,6,30.794
103.199.202.240,15243,18.164.237.63,443,443,14505,350577,247,245,1.855
14.195.204.154,45346,13.107.253.48,443,443,2878,9770,8,10,0.218
117.237.2.65,45669,129.227.29.116,443,443,2409,1343,10,9,4.78
103.30.119.60,57412,129.227.29.60,443,443,1965,8186,14,17,32.077
180.151.58.131,52297,44.217.170.89,443,443,49443,6123,42,32,3.673
139.5.250.17,41804,44.228.215.143,443,443,1051,5107,14,9,1.531
117.221.111.248,60258,52.27.163.92,443,443,1951,5500,17,15,2.948
2402:3a80:4738:8f1f:778:5634:1232:5476,51654,2600:1901:0:8956::,443,443,1645,4821,11,13,0.605
2401:4900:16ba:f13c:b06e:e2ff:fe5a:9040,46984,2a04:4e42:5a::820,443,443,3079,10538,20,20,0.376
103.208.68.120,37943,52.6.14.166,443,443,2825,5805,11,11,1.274
157.48.164.216,59732,18.155.33.85,443,443,2030,23533,16,24,0.381
2401:4900:5039:92d2:1:0:fede:6b92,42184,2600:1900:4110:a92::,443,443,9318,266204,113,216,1.654
14.96.212.210,57654,3.108.21.11,443,443,2956,9169,18,18,1.798
2401:4900:4182:d085:14fa:1eff:fe26:c244,38208,2600:1901:0:9092::,443,443,2736,3372,13,12,15.741
106.206.28.59,13904,101.32.105.195,443,443,486551,24477,398,214,3.871
223.239.25.215,31840,13.200.106.188,443,443,3045,4954,15,12,19.92
202.168.85.183,10595,52.5.17.236,443,443,3076,4834,17,15,8.086
106.195.7.98,56631,54.213.185.99,443,443,2147,4184,8,9,26.219
117.202.56.244,53582,150.171.28.11,443,443,1733,5576,10,14,0.065
202.2.201.138,10345,141.148.128.238,17472,443,3692,5837,13,10,1.13
27.107.102.54,51462,52.112.95.67,443,443,6733,12858,21,25,67.367
157.32.125.138,51438,18.155.49.105,443,443,3392,72536,48,58,0.531
2401:4900:2350:bd3b:1:1:c494:37e5,54818,2600:1901:0:8956::,443,443,2496,5113,18,17,25.364
14.195.245.106,50146,52.182.143.214,443,443,4215,7365,10,11,0.767
157.35.79.151,50955,54.230.27.45,443,443,2057,7191,13,15,1.225
59.96.31.40,47648,44.228.215.143,443,443,2076,5482,15,15,10.981
52.108.52.22,443,203.199.10.68,17951,443,64707,120990,797,964,5452.341
117.96.41.147,17679,74.179.77.204,443,443,1227,4947,11,12,1.626
114.31.183.242,11465,34.54.122.72,443,443,2129,12966,15,12,16.822
157.48.188.54,41566,13.32.251.27,443,443,1780,8668,14,12,1.105
106.206.126.112,59965,54.240.162.26,443,443,3392,58259,48,51,1.036
103.208.251.29,48282,34.117.217.74,443,443,1261,6951,10,10,0.066
117.206.116.16,51459,89.163.144.72,23576,443,2831,1980,19,13,120.181
103.208.68.21,56593,8.221.48.147,443,443,1649,2724,10,10,1.39
110.224.16.241,19546,35.167.225.196,443,443,2057,5501,17,15,2.16
117.203.5.255,48630,129.227.29.116,443,443,2291,3828,11,9,4.158
2402:8100:2b63:fffb::6f4:d427,54784,2600:1901:0:8956::,443,443,2194,4909,17,14,1.602
37.111.200.79,39475,138.113.239.227,443,443,4093,25884,27,34,8.765
117.96.43.161,21218,92.205.5.117,443,443,2567,37262,27,37,15.695
117.96.41.148,17959,65.2.135.46,8443,443,253303,961221,1814,2093,1811.486
223.185.205.153,42431,4.153.25.230,443,443,2205,8073,15,11,4.026
157.48.178.199,39592,18.155.49.51,443,443,2798,33740,30,30,0.895
203.197.194.213,64362,34.30.52.32,5190,443,2562,9321,13,12,1.826
2402:a00:10a:53f4:b5c6:f074:74f9:55ae,58702,2600:9000:264e:fc00:b:23b5:9200:93a1,443,443,8125,60974,59,58,6.294
14.194.60.138,53112,13.250.224.56,443,443,1572,4972,11,10,0.288
157.32.127.244,35150,18.155.49.128,443,443,9992,317288,175,234,0.565
2402:3a80:e7:febf:b001:ebf2:3405:b9e7,40536,2600:1901:0:8956::,443,443,2271,5149,17,17,25.372
2401:4900:5086:7ef2:e849:10ff:fe27:c251,45090,2a04:4e42:5a::820,443,443,4718,39358,38,37,1.142
106.210.191.50,55921,108.158.251.38,443,443,39588,16071,47,54,20.838
139.5.1.40,8562,150.171.28.10,443,443,5028,11322,14,19,0.534
117.234.115.100,44272,13.224.22.37,443,443,1113,5591,11,13,53.87
2401:4900:b07:f12c:0:3c:9a7f:ee01,49250,2600:1901:0:8956::,443,443,1708,4893,12,14,0.87
2401:4900:5021:9624:1:0:f7:b20e,45214,2a02:b48:8301::70,443,443,48254,1816273,614,1346,2.717
59.89.130.135,60121,13.107.253.37,443,443,1218,9362,11,15,0.451
106.206.37.129,12283,20.219.205.9,443,443,1290,7910,5,10,2.111
157.50.129.187,47192,13.32.251.27,443,443,1848,8533,12,11,0.4
111.93.85.206,57476,54.243.246.159,443,443,708,5892,10,19,47.146
2401:4900:2340:e5fd:1:1:c970:13ed,58214,2a02:b48:8207:11::8095:1,443,443,52767,3865955,665,2865,26.722
106.196.38.110,31099,13.213.35.221,443,443,1870,3375,13,11,31.432
2402:3a80:1bd4:8c4e::18f9:f73,39188,2600:1901:0:7018::,443,443,2787,5017,16,13,1.642
14.142.185.146,62201,35.186.244.119,443,443,1171,2548,8,7,0.071
49.35.192.111,39858,54.230.27.26,443,443,1856,8726,15,12,1.232
117.96.43.0,20819,129.227.29.60,443,443,397,6686,4,10,48.203
52.105.244.25,443,14.99.96.42,49268,443,6212,568,4,5,6.027
106.193.153.189,7579,129.227.29.102,443,443,5314,22540,31,40,16.663
182.156.78.2,56349,3.233.158.114,443,443,15534,4937,19,10,0.941
2401:4900:5949:836d:b8e1:e3ff:feb4:37f,37134,2600:1901:0:8956::,443,443,3998,10266,31,34,25.948
223.239.25.6,29831,13.200.106.188,443,443,3049,4902,15,11,19.949
3.254.238.163,443,110.235.225.120,39040,443,5049,4569,9,12,3.181
110.224.20.141,51032,92.223.116.254,443,443,2654,40448,28,41,0.939
117.254.226.35,6142,52.11.45.161,443,443,1395,5324,13,15,2.664
103.168.165.219,52734,128.14.145.4,12342,443,4897,3817,12,13,16.544
115.160.212.246,36312,108.158.232.15,443,443,3262,56841,41,45,0.45
106.200.149.75,7812,72.154.7.111,443,443,1792,3392,12,8,1.161
106.200.176.10,1885,35.169.41.224,443,443,745,9452,4,9,5.896
117.242.39.241,39015,129.227.29.100,443,443,3648,8565,18,13,21.319
223.186.9.219,1932,100.26.12.76,443,443,2104,4786,14,10,2.008
49.43.228.251,64851,13.32.251.23,443,443,1848,6252,10,13,0.298
101.0.63.27,29268,131.229.221.123,8081,443,8859,12500,19,25,1.324
157.32.115.105,54366,18.155.33.11,443,443,2137,22871,18,25,0.335
59.93.50.114,54760,35.190.118.8,443,443,1215,3686,13,7,7.292
152.59.49.142,58300,54.230.27.60,443,443,2506,54193,31,47,1.121
49.35.193.249,54116,54.230.27.81,443,443,6474,206004,104,154,23.504
117.96.41.137,26008,3.254.236.135,443,443,16007,7539,27,16,13.749
2401:4900:22ab:bc20::103e:419a,39616,2600:1901:0:8956::,443,443,2217,4962,19,14,5.076
61.0.160.158,43004,34.149.43.113,443,443,3509,1355,10,8,16.458
117.96.41.107,14926,129.227.29.60,443,443,1983,8032,15,14,30.701
106.206.12.143,13839,18.155.99.108,443,443,705283,645227,2035,1999,3000.952
106.215.197.2,14487,13.127.167.120,443,443,3134,5082,19,14,6.83
59.180.175.154,50282,4.252.160.148,443,443,1168,3647,12,10,0.93
27.107.110.194,34335,72.154.7.96,443,443,1844,3431,12,9,1.535
106.205.175.66,52610,3.109.142.224,443,443,4042,5951,20,18,28.32
210.176.131.183,5331,48.209.162.134,443,443,4271,9784,14,13,0.676
103.199.205.196,39132,148.113.9.160,443,443,51815,60401,1189,1181,9661.892
2401:4900:5039:5295:1:0:f8d3:221e,59980,2a04:4e42:31::820,443,443,2913,8221,18,17,2.845
139.5.1.73,55318,13.225.103.115,443,443,1940,8876,17,13,4.2
45.119.31.124,21915,129.227.29.116,443,443,5114,5655,13,10,18.445
103.97.106.107,47536,94.26.73.53,4433,443,1546,1078,14,13,60.604
2402:8100:2b4b:a3fe::6e3:9ab2,57626,2600:1901:0:8956::,443,443,1762,4893,13,14,6.815
152.58.122.105,51134,45.133.44.19,443,443,22164,792970,369,618,6.565
2402:e280:3d6e:1261:2cee:6fbc:f473:4081,58504,2600:1f14:62a:de85::e7d5:1099,443,443,20829,3600,21,11,1.111
2401:4900:368a:6ce8:1:2:d34e:55ea,39948,2600:1901:0:8956::,443,443,2478,5564,19,21,49.912
157.48.179.195,33798,18.155.33.122,443,443,2758,37646,29,33,0.738
14.142.25.94,15733,52.183.220.149,443,443,1215,4765,12,11,1.729
157.50.133.92,37408,13.32.251.70,443,443,1906,8534,13,11,0.325
157.35.77.100,49862,13.32.251.77,443,443,3092,37047,35,33,0.389
14.99.31.202,54075,151.101.130.152,443,443,2263,4840,9,7,1.035
210.16.95.132,57326,89.187.163.43,443,443,2137,52692,29,43,0.546
117.215.44.110,47368,13.35.20.86,443,443,1882,27521,19,24,2.925
106.211.182.175,55927,103.144.110.17,443,443,2805,9859,16,15,1.38
115.112.105.202,28501,52.123.131.14,443,443,2027,55170,11,46,0.751
2401:4900:530e:31f9:3449:1700:7d8e:d96f,56094,2603:1063:14::fd,443,443,5080,10938,22,24,62.512
103.199.202.180,25919,20.165.94.54,443,443,113015,38320,95,78,26.371
223.185.200.2,28072,108.159.15.57,443,443,2763,49840,42,42,2.141
223.185.202.119,51543,34.102.162.219,443,443,3075,6337,17,15,25.026
103.120.51.239,60694,173.233.81.212,4433,443,552,1126,9,11,60.707
103.149.127.20,41329,3.0.19.183,443,443,2387,3585,14,12,60.273
2405:201:c015:d0a7:468b:755d:aea1:1630,40204,2600:9000:2634:be00:10:af61:9240:21,443,443,4928,88284,49,77,5.277
139.5.1.236,26933,20.44.239.154,443,443,1833,4823,13,12,0.614
2409:4081:8619:2381::993:d8a5,37294,2600:9000:2572:5600:11:c0cd:bec0:93a1,443,443,8964,179779,109,146,4.66
2401:4900:328a:a38f::23d:d4b0,51980,2600:1901:0:8956::,443,443,1621,4581,16,13,5.002
2402:3a80:d31:c9fd::2661:cf25,57956,2600:1901:0:8956::,443,443,2362,5045,16,16,25.302
49.35.192.144,38933,54.230.27.26,443,443,1780,8529,13,11,2.01
2401:4900:3681:aaf5:2:2:c89d:a8e,55380,2600:1901:0:8956::,443,443,1985,4893,16,14,8.936
182.156.75.118,61970,148.113.9.156,6568,443,601642,168159,2119,2061,12075.352
202.168.84.123,4971,99.86.30.116,443,443,9477,190460,131,137,7.905
223.239.25.229,39711,35.190.118.8,443,443,2000,4681,17,15,0.863
182.69.177.56,1700,13.225.90.209,443,443,5905,211395,97,169,19.022
103.210.88.34,57597,52.123.129.14,443,443,1712,9828,10,12,0.376
49.249.89.78,51055,52.182.143.208,443,443,1675,5103,10,11,2.301
106.210.236.120,60448,108.159.91.107,443,443,6349,2033,15,12,13.545
152.59.49.7,36612,13.32.251.91,443,443,5909,117688,91,97,1.917
157.20.14.86,57029,100.52.133.44,443,443,2705,5578,11,12,0.947
103.197.75.216,3228,163.116.219.78,443,443,692,4963,7,7,0.112
120.60.198.9,53355,18.161.229.81,443,443,3442,257338,57,180,0.197
139.5.1.140,37706,43.153.246.246,443,443,1995,4144,10,10,0.458
27.107.60.194,54486,52.112.49.16,443,443,5376,8050,13,13,0.43
45.119.31.54,61445,20.50.201.205,443,443,40559,5692,41,25,1.382
106.217.197.156,28444,47.131.23.25,443,443,1754,8539,13,11,1.822
223.180.176.207,6444,129.227.29.60,443,443,1735,2688,8,10,30.494
14.195.245.48,58834,13.205.162.101,443,443,1871,4879,13,12,0.253
2406:69c0:1000::1b,443,2401:4900:25b2:8231:d6b9:d6c5:88f1:744a,41740,443,6922,3674,16,18,21.001
27.107.1.246,58920,20.209.155.193,443,443,1522,6515,8,8,0.884
223.185.202.29,7115,129.227.29.60,443,443,1995,8057,15,14,30.54
103.160.27.80,39944,3.234.160.79,443,443,7642,5514,21,15,68.592
103.208.68.102,53776,3.33.144.172,443,443,229071,267730,1626,2649,34207.971
182.59.53.252,42048,4.188.90.232,443,443,913,14374,7,13,10.152
117.206.207.188,46726,3.163.238.4,443,443,12817,516420,144,368,50.047
106.208.52.43,60072,35.190.118.8,443,443,2417,5883,18,20,53.905
117.96.40.183,8384,185.38.109.202,443,443,2708,380,12,7,51.211
103.51.154.0,50946,54.187.159.182,443,443,3444,3495,13,9,30.03
2409:40f2:208d:2045:49ea:2b3c:9dce:88ff,57522,2600:1f18:42f5:7702:fc37:3251:98b:aa1a,443,443,2898,319,17,4,67.966
103.171.98.78,59482,34.160.81.0,443,443,22567,1851,21,12,0.304
49.35.192.28,60494,13.32.251.113,443,443,1772,8944,11,11,0.4
106.196.49.194,26000,3.7.243.167,443,443,3068,5007,16,13,10.706
2402:e280:2166:c4:4c6:87b0:1a17:f9ee,63979,2603:1063:c::5a,443,443,7662,13092,20,21,41.095
223.227.33.167,4649,54.230.27.84,443,443,3858,163765,57,121,0.933
117.204.172.156,51420,150.171.22.17,443,443,1588,9864,14,12,1.155
27.107.8.194,60258,52.182.143.208,443,443,2798,7042,8,10,1.022
117.250.3.123,45408,18.164.237.46,443,443,4959,188800,76,134,0.073
14.96.234.22,53636,44.236.229.49,443,443,2394,5480,18,18,8.042
117.241.62.151,59408,3.163.238.4,443,443,2039,33104,20,29,0.263
119.82.109.54,35422,52.108.240.15,443,443,73137,7515,54,30,28.712
152.58.24.113,33940,13.32.251.77,443,443,8335,310718,143,242,0.684
117.206.209.92,54802,119.28.101.96,799,443,6871,2089,14,10,0.085
202.5.56.71,51735,148.113.20.106,443,443,42110,51497,941,979,5425.393
117.237.6.181,19591,129.227.29.102,443,443,1899,8010,13,12,0.366
115.42.34.104,55116,34.102.162.219,443,443,781,7440,5,8,3.974
14.195.8.126,54022,148.113.6.108,443,443,56514,67801,1323,1354,10878.499
157.50.94.17,39782,13.32.251.75,443,443,2027,6387,13,14,3.46
2401:4900:3295:d1f3::1034:abac,58632,2600:1901:0:8956::,443,443,2550,5564,20,21,41.949
103.109.144.15,12220,51.11.192.49,443,443,5490,7737,17,12,3.811
203.78.214.170,5728,20.190.146.32,443,443,5877,20318,20,19,1.922
59.183.55.114,50399,172.241.7.253,443,443,3899,5364,14,18,30.462
117.204.39.71,46352,34.49.151.238,443,443,11947,474678,192,368,18.055
139.5.10.245,4810,52.11.127.249,443,443,2097,5447,17,14,1.571
2401:4900:8031:5b61::e23:d175,45052,2600:1901:0:8956::,443,443,2044,4931,17,14,2.497
115.113.118.254,26619,13.204.112.223,443,443,1664,6328,8,11,4.276
13.227.180.4,443,27.107.38.190,56551,443,24265,22636,237,191,1783.712
103.208.68.48,29107,3.123.108.67,443,443,3978,6156,12,12,2.076
106.208.69.148,55458,35.190.118.8,443,443,3623,5452,21,22,28.888
139.5.0.146,12219,150.171.27.10,443,443,4705,11195,13,17,0.317
103.93.196.26,61290,212.8.249.21,4448,443,8844,10511,22,18,2.489
110.235.236.94,55230,8.222.221.160,443,443,8110,533,11,5,16.144
58.84.62.158,6996,3.169.71.122,443,443,10813,6577,26,21,230.597
106.195.10.173,36326,13.37.186.232,443,443,3555,10055,18,22,63.544
14.97.88.178,10024,13.89.179.13,443,443,2250,7336,13,10,1.114
103.97.106.52,54428,190.92.219.102,8883,443,5500,6414,52,36,156.004
115.160.212.2,59605,20.42.65.93,443,443,69924,8593,57,36,2.939
106.208.43.162,8025,3.108.206.173,443,443,3300,5618,17,12,32.551
103.109.144.11,58930,20.189.172.73,443,443,1921,5413,12,8,1.772
223.176.114.102,2607,146.75.91.52,443,443,60289,3250034,917,2439,3.88
106.200.159.189,6990,54.151.176.162,7000,443,21345,24016,210,242,1180.893
148.113.17.90,80,103.5.232.242,58842,443,23656,22909,514,519,3026.565
203.78.214.170,9424,3.120.196.152,443,443,3524,9129,9,11,1.127
157.20.14.158,60636,52.17.207.24,443,443,14145,2750,28,22,5.666
103.208.68.187,18660,3.108.207.38,443,443,2477,5313,13,12,0.669
27.59.201.88,12418,34.149.43.113,443,443,6134,2363,14,14,25.308
59.95.192.115,49920,15.235.218.105,443,443,2004,103225,36,72,0.332
152.56.1.212,37516,175.24.140.185,8607,443,13735,6358,22,21,9.647
2401:4900:5306:c782:fc27:3fff:fe59:24e1,43428,2600:1901:0:8956::,443,443,2846,5360,17,18,10.559
223.180.178.72,42165,13.224.163.91,443,443,1890,8892,12,11,0.26
157.50.137.39,44316,54.230.27.45,443,443,1679,6339,13,12,2.13
157.37.224.218,28931,52.220.214.115,8186,443,1807,6612,11,26,114.175
27.107.67.202,60817,20.50.201.200,443,443,5019,7480,14,13,0.726
157.35.74.99,54826,13.32.251.77,443,443,2559,41976,32,36,0.381
1.23.165.10,49619,18.213.155.75,443,443,2188,4502,11,6,0.571
49.249.59.114,54338,54.184.225.221,443,443,1955,4681,12,8,1.208
2401:4900:52f8:273a:bae9:6427:f2e8:7f0d,43186,2600:1901:0:8956::,443,443,2813,6583,23,24,45.659
139.5.1.118,3394,18.142.209.232,443,443,2507,6106,17,16,3.706
129.212.209.250,37862,203.112.151.144,443,443,349,3434,2,6,0.248
152.58.59.19,12641,18.155.49.101,443,443,3104,84632,30,72,0.995
2401:4900:2346:9af6:1:2:cd2d:e864,56414,2a04:4e42:59::820,443,443,1746,5280,11,11,0.343
117.253.28.94,38790,54.169.29.202,443,443,2051,7445,11,10,0.453
27.107.111.86,57430,3.94.100.182,443,443,3041,4982,23,21,91.589
14.97.94.58,54128,13.127.99.68,443,443,4838,2046,14,9,5.928
182.156.21.2,42970,23.22.52.7,443,443,12951,7607,25,21,61.928
202.135.181.135,50992,52.182.143.209,443,443,21015,5278,23,10,7.68
115.160.220.82,15616,35.171.54.222,443,443,4019,6315,9,11,0.861
14.96.158.154,49934,35.228.141.16,443,443,2824,5877,23,25,279.984
157.50.91.190,35050,18.155.49.101,443,443,2693,68905,34,57,0.6
203.78.214.170,6010,158.101.39.75,17472,443,4587,2752,11,10,1.465
106.208.29.122,63551,13.127.64.192,443,443,1256,8360,10,14,0.465
49.249.2.122,58174,13.225.5.25,443,443,1607,5455,9,8,0.241
117.196.210.219,47240,35.190.118.8,443,443,1642,4611,15,15,25.31
2409:4081:881c:6ff0::144c:98a1,57710,2600:9000:2571:1e00:12:457e:4e00:93a1,443,443,9691,209541,121,170,6.185
103.199.202.72,50322,128.14.146.183,12342,443,5054,3216,15,14,17.494
27.122.61.78,20680,20.190.145.160,443,443,28107,71237,45,64,20.489
111.93.172.5,57672,13.232.67.198,443,443,1386,5379,13,13,0.45
52.108.68.0,443,49.248.202.210,57070,443,73698,45986,799,808,10345.132
103.121.152.181,48408,44.234.113.198,443,443,2031,5552,18,16,2.945
2401:4900:4182:d7c8:be8:fcbd:7f10:2a4e,38614,2a04:4e42:42::820,443,443,2290,8392,14,17,26.816
45.127.44.43,27242,13.223.107.168,443,443,6922,4577,16,15,68.749
202.168.84.38,41790,52.221.239.216,443,443,3430,3512,14,11,37.716
61.12.65.10,37000,20.212.64.7,443,443,2862,50848,37,38,0.512
139.5.11.213,58656,34.128.182.103,443,443,81418,10648,102,75,32.711
27.59.155.194,12725,129.227.29.60,443,443,1885,7850,13,13,30.306
119.2.125.134,18080,199.232.170.73,443,443,1811,5717,9,12,1.119
117.96.42.215,17953,185.38.109.208,443,443,1009,320,9,6,52.038
14.98.200.66,41900,34.149.43.113,443,443,4996,1483,11,10,3.741
27.107.69.2,61355,130.211.115.4,443,443,80080,9421,75,45,32.891
14.96.209.90,56934,8.36.116.94,443,443,3410,5832,11,13,5.862
103.163.98.176,49550,128.14.145.37,12342,443,4805,1011,14,10,5.861
2409:408d:3c88:79c6:ee63:f379:57a7:a7c5,45530,2600:9000:2572:2800:10:af61:9240:21,443,443,5243,107590,57,89,13.572
106.208.31.55,61767,34.8.190.96,443,443,4905,63892,41,63,29.712
2401:4900:2630:8236:e827:c933:a59e:f413,37550,2600:1901:0:8956::,443,443,2329,5548,14,14,22.004
27.107.58.250,45513,72.145.35.103,443,443,1881,3431,12,9,0.923
139.5.1.169,25444,98.85.155.105,443,443,2182,6318,13,13,2.099
27.107.20.146,55620,163.116.213.35,443,443,1417314,11351605,7516,12296,6593.928
117.235.19.63,44396,18.164.230.153,443,443,6127,1623,14,9,8.558
2401:4900:5f97:19c3::a28:812c,53522,2600:1901:0:8956::,443,443,4756,9802,34,28,0.446
182.69.177.179,29490,72.145.35.114,443,443,1746,3827,11,9,1.058
106.195.9.195,49008,108.159.91.34,443,443,2823,7880,20,21,25.578
115.160.215.202,64912,52.105.157.41,443,443,4213,8924,10,11,0.785
103.208.68.12,9933,52.172.103.162,52311,443,4018,5716,12,10,0.304
117.250.214.172,56844,34.93.39.2,443,443,1857,8075,21,17,178.214
106.196.40.72,12724,108.158.245.5,443,443,4762,105246,56,90,0.257
223.188.255.197,43714,13.126.216.44,443,443,1864,4786,12,10,0.455
45.127.45.247,27278,148.113.16.193,443,443,144908,180601,3492,3486,34242.86
103.197.75.183,25708,129.226.205.70,799,443,6640,2113,13,10,0.247
117.193.235.114,54458,46.229.243.211,443,443,823,3649,8,7,1.014
106.210.253.9,56683,92.223.116.254,443,443,2904,40552,33,43,0.624
58.84.60.60,10256,129.227.29.102,443,443,1987,8927,15,14,41.519
106.208.86.182,64159,44.208.216.209,443,443,957,372,8,7,6.91
14.97.50.94,63506,148.113.16.193,443,443,15529,4967,67,72,510.79
152.57.181.165,63216,3.163.238.4,443,443,1061,4749,9,10,30.08
106.195.3.245,47580,108.159.28.71,443,443,5350,175054,68,128,10.989
223.185.202.199,31011,34.54.123.167,443,443,2027,7690,14,13,11.497
14.194.162.110,40524,150.171.28.11,443,443,9898,2665,18,23,14.311
117.235.181.159,41260,129.227.29.192,443,443,1728,7759,12,11,0.192
106.215.198.88,26929,47.241.166.121,8663,443,2686,6475,18,15,12.12
2401:4900:5273:1e7c:a0c7:51ff:fe1b:f27e,60908,2a04:4e42:42::820,443,443,3388,9000,17,19,1.112
27.107.86.82,60849,20.42.73.30,443,443,15104,5932,18,12,6.331
13.227.249.102,443,59.97.178.200,47098,443,44849,52,63,1,30.195
27.107.28.18,56763,20.42.73.30,443,443,2133,7285,12,9,0.829
2409:40f4:1b:c87b:8000::,50372,2600:1f18:42f5:7703:2ac0:d326:3088:57ac,443,443,18102,6970,30,25,70.21
103.120.51.28,64741,3.91.171.241,443,443,9929,10406,13,22,38.866
117.219.177.6,44662,129.227.29.67,443,443,5511,3201,16,12,9.913
45.119.28.14,45749,34.149.43.113,443,443,3504,1355,10,8,1.978
2401:4900:5958:8efa:91c:ef9d:4a0f:641c,43262,2600:9000:2135:6000:19:1df6:3740:93a1,443,443,1522,10372,7,12,5.063
103.72.9.92,65288,129.227.29.60,443,443,2293,15577,19,19,30.496
182.156.85.82,56786,20.195.78.224,443,443,1652,40,5,1,2.119
139.5.1.160,14533,13.217.153.202,443,443,3218,4832,8,7,1.06
223.185.203.180,45042,35.190.118.8,443,443,1665,4665,15,15,25.266
117.237.8.104,6722,18.164.237.3,443,443,15966,665274,269,505,3.305
27.147.191.226,54372,148.113.17.90,443,443,350016,44740,951,911,4219.996
106.206.7.101,10973,34.128.128.0,443,443,721,13642,4,13,30.932
2401:4900:52fc:a6dd:e56f:4ab2:1764:91d7,50102,2600:9000:2576:e800:19:1df6:3740:93a1,443,443,22465,395713,240,323,36.324
